1,﻿Yoshiko was accustomed to sending her husband off to work at ten each morning.
0,"Having at last gained her freedom, she would then make her way to the study which she shared with him and shut herself within its walls, whereupon she busied herself on a lengthy piece she was writing for the summer special edition of K magazine."
0,"Elegant in stature and beloved by her fans, Yoshiko maintained a reputation enough that even her husband’s lofty position as the secretary to the Ministry of Foreign Affairs paled by comparison."
0,It seemed like every day that she was inundated with letter after letter from her innumerable worshippers.
0,"Today as well, as she sat down before her study desk, she made sure to glance through the fresh pile of letters from faceless admirers before beginning her work."
0,"Each one was as trite and uninteresting as the last, but Yoshiko, in her warm feminine consideration, would nevertheless read through every message directed to her, regardless of what it was."
0,"After first dispatching with the simpler missives (a pair of envelopes and a postcard), she was left with what appeared to be a rather bulky manuscript sealed in a large envelope."
0,"Yoshiko had not received any notice of such a delivery, but even so, having an unsolicited manuscript sent to her was a fairly common occurrence in itself."
0,"The majority of such items were invariably dry, long-winded things."
0,"Despite this, Yoshiko determined to read the title at least, and so, slitting the envelope open, she retrieved the bundle of papers and looked at the first line."
0,"It was bound with the usual manuscript stationery, as expected."
0,What was unexpected was how it began.
0,"Where one would expect a title or author to be displayed, instead Yoshiko saw a line of greeting."
0,"“Dear Madam,” it read."
0,"Well then, she thought, this must be some form of letter after all."
0,"As she casually scanned the next few lines, however, she felt a strange sense of foreboding creep over her."
0,"Still, her innate curiosity aroused, she quickly read onwards despite her growing unease."
0,It read as follows.
1,"Dear Madam,


I beg that you forgive my presumptuousness in sending this unexpected letter for I am sure you do not know me."
0,"What I am about to tell you will no doubt come as a surprise, but I must confess to you the strange and terrible crimes that I have committed."
0,"For these past few months I have lived as a demon, hiding from the gaze of my fellow man."
0,Consequently there is nobody on this earth who knows of the foul deeds I have done.
0,"I had hoped to continue this wretched existence forever, never to return to the human sphere."
0,"I know not what change has stolen over my heart, but I am now driven to confess my wretched tale to another soul."
0,"I understand that even having said all this, my story will surely sound like the ravings of a madman, but I implore you, dear Madam, to read this letter until the end."
0,By the end of my story it will become clear why I feel this way and why I sent this confession to be read by you and no other.
0,"Now then, where to begin."
0,It is a tale so far detached from the realm of civilization and so utterly fantastical that it feels to me absurd to chronicle it with such mundane tools as pen and paper.
0,"Still, I suppose such concerns are no matter."
0,I will start from the beginning and follow the events in order as they occurred.
1,I was extraordinarily hideous from birth.
0,"I must stress this fact, for if you were to indulge this hopeless wretch’s wish and meet me in person, you would surely faint in terror at my horrible visage, made all the more ghastly by my long years of neglect, if not for my warning."
0,And oh!
0,What an unlucky wretch that I am!
0,"For as hideous as I was, within my breast burned a passion just as hot."
0,"I was a poor workman with the face of a monster, but in my heart I nurtured dreams of luxury and opulence that shone brightly enough to nearly blot out the sad reality of my existence."
0,"If I had been born to a wealthy family, I surely would have drowned in various pleasures and thus lessened the burden of my grotesque features."
0,"Or perhaps if I had more talent in the artistic realm, I could have forgotten the bland world around me through the comforts of verse."
0,"Alas, I was allowed neither of these blessings, and I grew up the destitute son of a carpenter, inheriting my father’s work when he died and henceforth passing my days in unchanging tedium."
0,My specialty was in making chairs of all kinds.
0,"My chairs would never fail to please even the most critical of clients, and within the industry my reputation earned me no shortage of special commissions."
0,"With these commissions would come requests for special decorations for the backs and legs, and each client had his own preference regarding the texture of the seat cushion or various other details."
0,"An amateur could hardly imagine the pains it took to satisfy every demand, every whim, but for all the pain the pleasure was still greater."
0,"Perhaps it is impudent of me to say so, but the accomplishment that the artist feels at seeing his work finished before him could hardly be compared to the intense gratification that washed over me with each completed piece."
0,"As I finished each chair, I would always first sit in it myself to test it."
0,"Despite my uniformly bland existence as a craftsman, this one activity never failed to fill me with an unspeakable satisfaction."
0,"I felt that no matter what manner of nobleman or beauty should ultimately sit upon this chair, it would be in a truly glorious residence worthy of its presence."
0,"The walls would be set with oils by van Gogh and Monet; crystal chandeliers would cascade from the ceiling, festooned with brilliant cut gemstones; on the floor, a Turkish rug, stretching from corner to corner; and finally, on the table before the chair, my chair, a vase of exotic flowers bursting in full bloom, filling the room with their sweet fragrance."
0,"As I basked in these visions, I felt almost as if I were the master of that very palace, and I was filled with an indescribable happiness and contentment."
0,These fruitless delusions only grew stronger with time.
0,"Within the realm of fantasy, I, no more than a poor, hideous craftsman in life, could become a prince, sitting in my own magnificent chair."
0,"And always in these fantasies, at my side would appear my sweetheart, angelic and smiling as she listened to my every word."
0,That was not all.
0,"In my dreams, I would take her hands in mine, and we would even whisper sweet nothings to each other."
1,These moments never lasted long.
0,Always there would be the shrill call of the nearby innkeeper or the hysterical sobbing of some ailing child to rend apart the rosy tapestry of my dreams and drag me awake.
0,"I was immediately faced with the bleak features of my loathsome reality and my own hideousness, so far from the prince that I was mere moments ago."
0,And the angel who so sweetly showered her smiles upon me… Where was I to find such a being?
0,"Here even the nannies, covered in grime from head to toe from playing with their charges, would hardly deign to so much as glance in my direction."
0,"My chair alone was left to me, a last vestige of that happy reverie."
0,"Even then, I knew this chair would soon be carried off to some faraway place, to a world entirely separate from our own."
0,"Thus, with each chair that I finished, I was beset with indescribable sadness."
0,"That terrible, unspeakable, horrible feeling only grew with time, and soon it was all too much for me to bear."
0,"“If I should be forced to live the rest of my days like this, as a lowly maggot, why, I would rather die instead,” I resolved."
0,"Whether I was chiseling wood into shape, driving in nails, or mixing heady paints in a bucket, my mind remained fixed on this thought."
0,"“But wait, if I should die anyway, if I should have determination enough to end my own existence anyway, perhaps there is another way after all… 


And so my thoughts gradually began to turn in a far more sinister direction."
1,"It was precisely at that time that I had received a commission for a set of large leather armchairs, a type that I had never created before."
0,This particular order came from a foreign-run hotel in the same city of Y where I lived.
0,"Normally such orders would be imported from their home country, but the company that I worked for had worked to convince the owners that the skill of their Japanese craftsmen could match any imported wares."
0,"As the result of their long negotiation, this order eventually made its way to me."
0,The weight of this responsibility drove me to forgo sleep and food as I tended to the creation of these chairs.
0,"I was truly, utterly devoted to my task, pouring my heart and soul into every moment of my work."
0,"As I gazed upon the finished chairs, I felt a satisfaction unlike any I had ever experienced."
0,I was taken away by the results of my own labor.
0,"Then, as was my custom, I took one of the set of four that I had made, brought it out into the next room where the evening sunlight was filtering in through the windows, and lowered myself into the seat."
0,What a comfortable chair it was!
0,The seat cushion was at once luxuriously voluminous yet neither too soft nor too firm.
0,"The upholstering, a simple undyed gray suede, was of a heavenly texture."
0,The thickly padded back was angled at the perfect incline to gently support my own.
0,The armrests were elegantly arched and rose delicately to meet the occupant’s wrists.
0,"Each fiber of the chair seemed to come together in a sublime harmony, as if to embody the word “comfort” in every sense as it gently embraced its occupant."
0,"I sank deep into the chair, blissfully stroking the armrests with both hands."
0,"As inevitably as in the past, my vision began to fill with vibrant scenes one after another, bursting forth like a rainbow before me."
0,"This was beyond a simple daydream, and I felt I must at last be hallucinating."
0,"Every thought that visited my mind played out in vivid detail before my very eyes, so much that I felt a vague sensation of dread at the spectacle."
0,"As I sat there in this state, a terrible and wonderful idea rose unbidden into my mind."
0,I thought then that I understood what Eve felt when the fell serpent whispered into her ear.
0,This idea was at once wilder than my furthest fantasies and dreadful beyond compare.
0,"Yet before long, this dread turned to fascination, and I found myself unable to resist its temptation."
0,"At first, I simply did not want to relinquish this beautiful chair that I had poured such labors into."
0,I wished nothing more than to forever go with it wherever it may be taken.
0,"But as I dozed, carried on the wings of my fantasies, this idea continued to spread its insidious roots within my mind, and before long, it bore a singular, terrible fruit."
1,I must have lost my mind then.
0,"This vision was the extent of madness, yet I determined then to see it into reality."
0,I quickly selected the best of the four armchairs and smashed it to pieces.
0,"Then, I carefully remade it in such a way to suit my grotesque intentions."
0,"It was an extremely large armchair, covered in leather on every surface from top to bottom."
