1,Es war später Nachmittag.
0,Auf der Berghütte wurde eine große Gruppe Wanderer erwartet.
0,"Toni, Anna und der alte Alois waren in der Küche und beeilten sich, dem zu erwartenden Ansturm an Essenswünschen gerecht werden zu können."
0,Plötzlich wurde eine Tür heftig zugeknallt.
0,Sie schauten sich verwundert an.
0,»Das war eins der Kinderzimmer.
0,"Aber die Kinder sind doch nicht da«, wunderte sich Toni."
0,"»Ich bin sicher, die Türen geschlossen zu haben, Toni."
0,Es kann nicht der Wind gewesen sein.«
0,Toni nickte.
0,"»Außerdem ist kein Wind«, sagte der alte Alois."
0,»Gehen wir nachsehen!
0,Vielleicht hat sich ein Hüttengast verirrt.«
0,"»Schmarrn!«, brach es aus Alois hervor."
0,»Da verirrt sich keiner.
0,"Wenn, dann hat sich einer mit Absicht reingeschlichen.«"
0,Toni rieb sich das Kinn.
0,"»Des will ich mir gar nicht vorstellen, Alois."
0,Der müsste durchs Wohnzimmer und dann durch den Flur.«
0,"In diesem Augenblick rannte Bello, der junge Neufundländer, durch den Wirtsraum."
0,Er streckte sich und drückte mit der Pfote die Klinke der Wohnzimmertür auf.
0,»Nanu?
0,"Bello war doch mit den Kindern zum Forsthaus gegangen«, sagte Anna."
0,"Sie trocknete sich die Hände an der bunten Schürze ab, die sie bei der Küchenarbeit über ihrem Dirndl trug."
0,"Toni, Anna und der alte Alois folgten Bello."
0,Er drückte die Tür zu Franziskas Zimmer auf.
1,"Franzi saß mit angezogen Beinen auf dem Bett, die Arme um die Knie geschlungen und verbarg den Kopf."
0,Bello setzte sich neben Franziska.
0,Er stieß sie immer wieder mit der Pfote an und schnüffelte beruhigend in ihren blonden Locken.
0,Anna setzte sich neben Franziska aufs Bett.
0,Sie strich ihr über das Haar.
0,"»Mein kleiner Liebling, was hast du?"
0,Hast du dich mit Paul und Ulla gestritten?«
0,"Jetzt fing Franziska an zu schluchzen, schwieg aber."
0,"Anna gab Toni und Alois ein Zeichen, dass sie hinausgehen sollen."
0,"»Wir machen in der Küche weiter«, sagte Toni im Hinausgehen."
0,Anna legte liebevoll den Arm um das weinende kleine Mädchen.
0,"»Schau mal, Franzi, Bello sorgt sich um dich."
0,"Er sieht ganz traurig aus«, sagte sie mit sanfter Stimme."
0,"»Willst du mir nicht sagen, was passiert ist?"
0,Vielleicht kann ich dir helfen.
0,Ich war auch einmal ein kleines Mädchen.
0,Da war auch nicht alles eitel Sonnenschein.
0,Das vergisst man sein Leben lang nicht.«
0,Endlich hob Franziska den Kopf.
0,Sie wischte sich die Tränen aus dem Gesicht.
0,Anna holte das bunte Taschentuch aus Franziskas Dirndlschürze und reichte es ihr.
0,Franziska trocknete sich das Gesicht und schnäuzte die Nase.
0,Sie schaute Anna an.
0,"»Niemand mag mich«, sagte sie."
0,"Franzi und Basti waren mit Tim und Jette ins Forsthaus gegangen, um mit Paul und Ulla, den Försterkindern, einen schönen Tag zu verbringen."
0,Tim und Jette waren zwei typische Stadtkinder.
0,"Kirstin, ihre Mutter, konnte sich wegen einer komplizierten Zwillingsschwangerschaft nicht um sie kümmern, weil sie vorzeitig ins Krankenhaus musste."
0,Ihr Vater war beruflich im Ausland und nicht abkömmlich.
0,"Die Großeltern schieden aus, da die Kinder es nie lange bei ihnen aushielten, ohne dass es zu Streit kam."
0,"Deshalb hatten Toni und Anna zugesagt, sich um die Geschwister zu kümmern und sie auf die Berghütte genommen."
0,"Das war für Anna selbstverständlich, da sie mit Kirstin seit ihrer Jugend befreundet war."
0,"»Aber, Franzi, wie kommst du denn darauf?"
0,Hattest du Streit mit Ulla?
0,"Das kommt schon mal vor, dass sich Freundinnen streiten."
0,"Ich kann auch verstehen, dass sich Paul dann auf die Seite seiner Schwester schlägt."
0,"Das ist bei Ulla und Paul nicht anders, als bei dir und Sebastian.«"
0,"»Ulla hat mich weggeschickt«, sagte Franziska."
0,»Und was ist mit Paul?«
0,»Paul war nicht da.
0,Er ist allein in den Wald gegangen und hat mich nicht mitgenommen.«
0,"Anna versuchte, sich einen Reim darauf zu machen."
0,»Hatten Paul und Ulla Streit?«
0,"»Na, des war es net."
0,"Paul ist in den Wald gegangen, weil er Streit mit Basti hatte.«"
0,»So?
0,Und warum haben sie sich gestritten?«
0,"Franziska schwieg eine Weile, dann sagte sie: »Wegen Jette und weil der Basti so feine Sachen anhatte."
0,"Paul sagte, Sebastian würde aussehen wie ein Münchner Mini-Schickimicki."
0,Da haben sie sich geprügelt.
0,Jetzt hat Basti eine Schramme am Kinn.
0,Aber Paul hat auch etwas abbekommen.«
0,"»So war das also, ich verstehe«, sagte Anna nachdenklich."
0,»Du hast dich auf Bastis Seite geschlagen und deshalb war Ulla ärgerlich.«
0,"»Na, so war des net!«"
0,"»Nicht?«, staunte Anna."
0,Annas Geduld wurde auf eine harte Probe gestellt.
0,"Sie schwieg und wartete, denn mit ihrer Fragerei war sie auch nicht weitergekommen."
0,"Endlich fing Franziska an, zu erzählen."
0,»Der Basti ist in Jette verliebt.
0,"Ich weiß es nicht genau, aber ich glaube, er hat es ihr gesagt."
0,Daraufhin ist sie böse geworden und weggelaufen.
0,Basti hat gemault und sich zurückgezogen.
0,"Tim und Ulla waren auf einmal auch verschwunden, und ich war allein."
0,"Weil ich mich gelangweilt hatte, bin ich sie suchen gegangen."
0,Da kam ich zum Hochsitz.
0,Oben saßen Tim und Ulla.
0,"Ich bin leise die Leiter rauf, um sie zu überraschen."
0,"Da habe ich gesehen, wie Tim der Ulla einen Kuss gab."
0,Sie gab ihm auch einen Kuss auf die Wange.
0,"Das war so komisch, dass ich laut lachen musste."
0,Tim bekam einen roten Kopf.
0,"Ulla wurde wütend und schrie, ich solle gehen und ihr nie wieder unter die Augen kommen."
0,Ich bin dann weitergelaufen.
0,Am Gebirgsbach fand ich schließlich Basti und Jette.
0,"Aber die haben auch geknutscht, da habe ich mich lieber nicht bemerkbar gemacht."
0,"Ich habe mich dann auf die Suche nach Paul gemacht, konnte ihn aber nirgends finden.«"
