1,"»…kling, Glöckchen, kling …« Noch immer kommt es mir wie ein Wunder vor, dass ich Lillys mattes Stimmchen im dichten Schneetreiben am Rhein gehört habe."
0,"Doch meine erste Erleichterung, das Kind gefunden zu haben, hat sich in Schrecken verwandelt, denn inzwischen steht fest, dass sich Lilly in den Stunden in eisiger Kälte nicht nur eine Lungenentzündung zugezogen hat."
0,"Sie leidet an einer gefährlichen Autoimmunerkrankung, deren Kennzeichen ein dramatischer Rückgang der weißen Blutkörperchen ist!"
0,Und die gängigen Therapien schlagen bei Lilly nicht an!
0,"Dem Kind kann nur noch eine Stammzelltransplantation helfen, aber die Suche nach einem geeigneten Spender scheint aussichtslos zu sein."
0,"»Ich sing dir zu Weihnachten dein allerliebstes Weihnachtslied, Tante Bergen«, hat Lilly mir versprochen."
1,"Doch damit sie dieses Versprechen einlösen kann, müsste schon ein zweites großes Wunder geschehen – ein echtes Weihnachtswunder … Andrea Bergen Marissa Phillips lächelte erwartungsvoll, als sie ihren Mann die Treppe heraufkommen hörte."
0,Endlich hatte sich Carsten vom Computer losreißen können.
0,"Es war schon spät, doch sie freute sich auf ein paar zärtliche Minuten in seinen Armen."
0,Leise wurde die Tür geöffnet und wieder geschlossen.
0,"Ebenso leise waren die Schritte, die zum Bett kamen."
0,Dann wurde neben ihr die Bettdecke aufgeschlagen.
0,"Die Matratze gab ein leises Geräusch von sich, als sie von Carstens kraftvollem Körper niedergedrückt wurde."
0,"Marissa merkte, wie er sich zur Seite rollte und sich ihr zuwandte."
0,Ihr Lächeln vertiefte sich.
0,"Carsten wollte sehen, ob sie schon schlief."
0,"Nun, sie wollte ihn nicht zappeln lassen."
0,Mit einem wohligen Laut rückte sie näher.
0,"»Schön, dass du da bist«, murmelte sie und küsste ihn dorthin, wo sie seinen Mund vermutete."
0,Er küsste sie zurück.
0,"»Schön, dass du noch nicht schläfst«, raunte er dunkel."
0,Marissa kuschelte sich an ihn.
0,»Jetzt können wir endlich zum gemütlichen Teil übergehen.«
0,"»Jetzt noch?«, tat er erstaunt."
0,"»Weißt du, wie spät es ist?«"
0,»Nein.
0,Und ich will es auch gar nicht wissen.«
0,Marissa lachte leise.
0,"»Es war doch noch nie zu spät, oder?«"
0,"»Hm, da hast du recht.«"
0,Carsten ließ seine Hand über ihren nackten Arm gleiten.
0,Langsam schob er den Träger ihres Nachthemds über ihre Schulter.
0,Glücklich spürte Marissa seine zärtlichen Finger auf ihrem Körper.
0,"Fast fünf Jahre waren sie jetzt verheiratet, und sie waren immer noch so glücklich wie am ersten Tag."
0,Es knisterte auch noch ganz ordentlich zwischen ihnen.
0,Natürlich hatten auch sie ihre Probleme.
0,Doch daran wollte Marissa jetzt nicht denken.
0,Auch ihre Hände blieben nicht untätig.
0,"Forsch ließ sie ihre Finger über Carstens behaarte Brust nach unten wandern, begleitet von seinem genussvollen Brummen."
1,Ein Geräusch an der Tür ließ sie beide hochfahren.
0,Im schwachen Schein des Nachtlichtes im Flur sahen sie ihr Töchterchen in der Tür stehen.
0,"»Da ist ein Krokodil auf dem Baum vor meinem Fenster«, behauptete Lilly."
0,Marissa stieß die Luft aus.
0,"Oh nein, nicht schon wieder!"
0,Was Lilly schon alles auf dieser großen alten Kastanie gesehen hatte!
0,"So ziemlich alle Kreaturen, von Engeln und Monstern bis zu Giftschlangen, Dinosauriern und Marsmännchen."
0,"»Das ist bestimmt schon wieder weg, nachdem es gemerkt hat, dass es auf dem Baum kein Wasser gibt«, meinte Carsten amüsiert."
0,»Krokodile brauchen nämlich Wasser.«
0,Lilly kam näher getapst.
0,"Sie hatte die Arme voller Spielsachen, die sie jetzt auf das Bett ihrer Eltern fallen ließ."
0,"»Ich will nicht, dass es weggeht«, erklärte die Kleine, während sie Anstalten machte, zwischen Mama und Papa ins Bett zu klettern."
0,»Das Krokodil darf bleiben.
0,Morgen früh bringe ich ihm Wasser.«
0,"Lilly wollte unter die Decke kriechen, doch Carsten hatte bereits die Nachttischlampe angeknipst und schnappte sich sein Töchterchen."
0,"»Nein, meine süße Prinzessin, so geht das nicht."
0,"Du wirst schön in deinem eigenen Bettchen schlafen«, sagte er liebevoll, wenn auch bestimmt."
0,Er nahm das Kind auf den Arm und trug es hinüber in sein Zimmer.
0,Marissa seufzte leise.
0,"Wie oft waren sie von der Kleinen schon gestört worden, auch mitten im tiefsten Schlaf!"
0,"Sie hörte, wie Lilly ihrem Papa aufgeregt etwas erzählte."
0,Dazwischen lachte Carsten belustigt auf.
0,Marissa liebte dieses warme dunkle Lachen an ihm.
0,"Auch sie musste lächeln, als jetzt das Wort »Kartoffelkönig« fiel."
0,Lilly hatte die Geschichte also noch nicht vergessen.
0,"Es war letzte Woche gewesen, als sie ihren Kartoffelbrei nicht hatte essen wollen."
0,"Sonst liebte sie ihn, doch nachdem herausgekommen war, dass ihre Mutter den schönen großen Kartoffelkönig dazu verwendet hatte, war sie so aufgebracht gewesen, dass sie sich geweigert hatte, überhaupt etwas zu essen."
0,"Marissas Blick fiel auf die Bettdecke, wo Lilly ihre Schätze deponiert hatte."
0,"Stofftiere, Puppen, Plastikspielsachen – es war einfach zu viel."
0,Mindestens einmal die Woche bekam sie von ihren Großeltern etwas Neues geschenkt.
0,"Sie besaßen in der Innenstadt ein großes Spielwarengeschäft, in dem auch Carsten arbeitete."
0,"Wenn Not am Mann war, half Marissa ebenfalls aus."
0,"Lilly war selig, wenn sie mit ins Geschäft kommen und dort spielen durfte."
0,Und natürlich bekam sie jedes Mal immer etwas mit nach Hause.
0,In ihrem Zimmer war schon fast kein Platz mehr.
0,"Marissa fand es nicht gut, das Kind derart mit Spielsachen zu überhäufen."
0,Überhaupt verwöhnten die Großeltern es viel zu sehr.
0,"Sie liebten Lilly abgöttisch und konnten einfach nicht Nein sagen, wenn sie etwas haben wollte."
0,"Es gab deswegen auch immer wieder Missstimmungen, weil Marissa ihren Schwiegereltern offen ihre Meinung sagte und auch schon öfter Spielsachen wieder zurückgebracht hatte."
0,"Marissa wartete darauf, dass Carsten zurückkam und sie dort weitermachen konnten, wo sie unterbrochen worden waren, doch er ließ sich Zeit."
0,Stirnrunzelnd lauschte sie nach nebenan.
0,"Es hörte sich an, als läse er Lilly noch etwas vor."
0,Sie seufzte enttäuscht.
0,"Müdigkeit kroch in ihr hoch, ihre Lider wurden schwer."
0,"Das Letzte, was sie noch wahrnahm, war, dass Lilly fröhlich ein Weihnachtslied schmetterte."
0,"»Kling, Glöckchen, klingelingeling, kling, Glöckchen kling …« Marissa merkte nicht mehr, wie Carsten zurück ins Schlafzimmer kam und zu seiner Enttäuschung sah, dass sie eingeschlafen war."
1,"*** »Wer das um diese Zeit wohl noch sein mag?«, wunderte sich Carsten ein paar Tage später, als das Telefon klingelte."
0,Marissa blickte auf die Uhr.
0,Es war kurz vor zehn.
0,"»Wahrscheinlich dein Vater oder deine Mutter«, meinte sie."
0,"Es kam öfter vor, dass Carstens Eltern am Abend noch wegen geschäftlicher Dinge anriefen, wenn auch selten so spät."
0,Carsten stand auf und ging an den Apparat.
0,Marissa stellte den Fernseher leiser.
0,"Sie hatten sich noch eine Dokumentarsendung über Wale in Neufundland angesehen, die gleich zu Ende war."
0,Es war Carstens Mutter.
0,"»Augenblick, Mama«, sagte er gerade und winkte Marissa mit dem Telefon zu."
0,»Für dich.«
0,Marissa ging und nahm das Telefon entgegen.
0,"Sie konnte sich schon denken, was ihre Schwiegermutter auf dem Herzen hatte."
0,"Natürlich sollte sie wieder im Laden aushelfen, denn um privat mit ihr zu plaudern, rief sie bestimmt nicht um diese Zeit an."
0,"»Hallo, Ellen«, sagte sie in den Hörer."
0,"»Bitte entschuldige, dass ich so spät noch störe, aber mir ist gerade erst eingefallen, dass wir heute die neue Lieferung von Eschwald bekommen haben."
0,"Du weißt schon, diese wunderschönen Steckenpferde aus Holz und Leder und die geschnitzten Indianerpuppen."
0,"Da wollte ich dich bitten, morgen ins Geschäft zu kommen, um die Ware auszupacken und entsprechend zu dekorieren."
0,"Den ganzen Tag, wenn es geht.«"
0,Marissa unterdrückte einen Seufzer.
0,Eigentlich hatte sie morgen schon etwas vorgehabt.
0,"Nicht, dass es besonders wichtig gewesen wäre oder sie es nicht hätte verschieben können."
0,"Aber sie mochte es nicht, wenn sie so kurzfristig ins Geschäft kommen sollte."
0,"»Den ganzen Tag ist vielleicht zu viel, vor allem auch für Lilly«, wandte sie ein."
0,Doch ihre Schwiegermutter lachte nur.
0,"»Lilly ist selig, wenn sie in unser Spielzeugparadies kommen darf."
0,"Zu viel wird es höchstens uns werden, auf den kleinen Wirbelwind aufzupassen."
0,Aber unser Verkaufspersonal hilft gern mit.
0,"Du weißt doch, alle lieben Lilly.«"
0,Marissa lächelte vor sich hin.
0,"Ja, alle liebten Lilly."
0,Und auch Lilly liebte sie alle.
0,"»Gut, ich komme«, versprach sie und wünschte ihrer Schwiegermutter eine gute Nacht."
0,"Carsten hatte inzwischen den Fernseher ausgeschaltet, denn die Sendung war zu Ende."
0,"»Du wirst morgen wieder im Geschäft sein?«, fragte er, als Marissa herüberkam, um die leeren Gläser vom Couchtisch zu räumen."
0,"»Ja, den ganzen Tag."
0,Wegen der Lieferung von Eschwald.«
0,"Sie ging zur Tür, die Carsten ihr aufhielt."
0,»Dann könnten wir zum Mittagessen mal wieder in die Ratsstuben gehen.«
0,"»Das können wir gern tun«, sagte Carsten sofort."
0,"Auch er ging gern in das renommierte Speiselokal in der Altstadt, wo sie auch ihre Hochzeit gefeiert hatten."
0,"»Allein«, betonte Marissa."
0,"Denn mit der lebhaften Lilly, die keinen Augenblick stillsitzen konnte, war es immer etwas stressig, in einem Restaurant zu essen."
