0,"﻿In the living room the voice-clock sang, Tick-tock, seven o'clock, time to get up, time to
get up, seven o'clock!"
0,as if it were afraid that nobody would.
0,The morning house lay empty.
0,"The
clock ticked on, repeating and repeating its sounds into the emptiness."
0,"Seven-nine, breakfast time,
seven-nine!"
0,"In the kitchen the breakfast stove gave a hissing sigh and ejected from its warm interior
eight pieces of perfectly browned toast, eight eggs sunnyside up, sixteen slices of bacon, two
coffees, and two cool glasses of milk."
0,"""Today is August 4, 2026,"" said a second voice from the kitchen ceiling, ""in the city of
Allendale, California."""
0,It repeated the date three times for memory's sake.
0,"""Today is Mr.
Featherstone's birthday."
0,Today is the anniversary of Tilita's marriage.
0,"Insurance is payable, as are
the water, gas, and light bills."""
0,"Somewhere in the walls, relays clicked, memory tapes glided under electric eyes."
0,"Eight-one, tick-tock, eight-one o'clock, off to school, off to work, run, run, eight-one!"
0,"But
no doors slammed, no carpets took the soft tread of rubber heels."
0,It was raining outside.
0,"The
weather box on the front door sang quietly: ""Rain, rain, go away; rubbers, raincoats for today...""
And the rain tapped on the empty house, echoing."
0,"Outside, the garage chimed and lifted its door to reveal the waiting car."
0,"After a long wait
the door swung down again."
0,At eight-thirty the eggs were shriveled and the toast was like stone.
0,"An aluminum wedge
scraped them into the sink, where hot water whirled them down a metal throat which digested and
flushed them away to the distant sea."
0,"The dirty dishes were dropped into a hot washer and
emerged twinkling dry."
0,"Nine-fifteen, sang the clock, time to clean."
0,"Out of warrens in the wall, tiny robot mice darted."
0,"The rooms were acrawl with the small
cleaning animals, all rubber and metal."
0,"They thudded against chairs, whirling their mustached
runners, kneading the rug nap, sucking gently at hidden dust."
0,"Then, like mysterious invaders, they
popped into their burrows."
0,Their pink electric eyes faded.
0,The house was clean.
0,Ten o'clock.
0,The sun came out from behind the rain.
0,"The house stood alone in a city of
rubble and ashes."
0,This was the one house left standing.
0,"At night the ruined city gave off a
radioactive glow which could be seen for miles."
0,Ten-fifteen.
0,"The garden sprinklers whirled up in golden founts, filling the soft morning air
with scatterings of brightness."
0,"The water pelted windowpanes, running down the charred west
side where the house had been burned evenly free of its white paint."
0,"The entire west face of the
house was black, save for five places."
0,Here the silhouette in paint of a man mowing a lawn.
0,"Here,
as in a photograph, a woman bent to pick flowers."
0,"Still farther over, their images burned on wood
in one titanic instant, a small boy, hands flung into the air; higher up, the image of a thrown ball,
and opposite him a girl, hands raised to catch a ball which never came down."
0,"The five spots of paint—the man, the woman, the children, the ball—remained."
0,"The rest
was a thin charcoaled layer."
0,The gentle sprinkler rain filled the garden with falling light.
0,"Until this day, how well the house had kept its peace."
0,"How carefully it had inquired, ""Who
goes there?"
0,"What's the password?"""
0,"and, getting no answer from lonely foxes and whining cats, it
had shut up its windows and drawn shades in an old maidenly preoccupation with self-protection
which bordered on a mechanical paranoia."
0,"It quivered at each sound, the house did."
0,"If a sparrow brushed a window, the shade
snapped up."
0,"The bird, startled, flew off!"
0,"No, not even a bird must touch the house!"
0,"The house was an altar with ten thousand attendants, big, small, servicing, attending, in
choirs."
0,"But the gods had gone away, and the ritual of the religion continued senselessly, uselessly."
0,Twelve noon.
0,"A dog whined, shivering, on the front porch."
